"collection_schema","uid","name","desc","date","colors","emoji"
"collection","12","Linux Commands","","1786479228","0",
"packs_schema","uid","name","desc","date","colors","collection","emoji"
"packs","70","General CLI","","1786479228","0","12",
"cards","8333","What FHS directory contains system-wide configuration files?",".","70","0","1786479228","**What FHS directory contains system-wide configuration files?** answer: /etc","0"
"cards","8334","What FHS directory stores home directories for normal, non-root user accounts?",".","70","0","1786479228","**What FHS directory stores home directories for normal, non-root user accounts?** answer: /home","0"
"cards","8335","What FHS directory holds shared library files and kernel modules required by /bin and /sbin?",".","70","0","1786479228","**What FHS directory holds shared library files and kernel modules required by /bin and /sbin?** answer: /lib","0"
"cards","8336","What FHS directory serves as a temporary mount point for removable storage media?",".","70","0","1786479228","**What FHS directory serves as a temporary mount point for removable storage media?** answer: /media","0"
"cards","8337","What FHS directory acts as a standard mount point for locally attached temporary filesystems?",".","70","0","1786479228","**What FHS directory acts as a standard mount point for locally attached temporary filesystems?** answer: /mnt","0"
"cards","8338","What FHS directory contains optional, third-party application software packages?",".","70","0","1786479228","**What FHS directory contains optional, third-party application software packages?** answer: /opt","0"
"cards","8339","What FHS virtual directory provides a file-system interface to kernel and process data structures?",".","70","0","1786479228","**What FHS virtual directory provides a file-system interface to kernel and process data structures?** answer: /proc","0"
"cards","8340","What FHS directory holds administrative home data for the root user account?",".","70","0","1786479228","**What FHS directory holds administrative home data for the root user account?** answer: /root","0"
"cards","8341","What FHS directory contains run-time variable data, process IDs, and transient socket files?",".","70","0","1786479228","**What FHS directory contains run-time variable data, process IDs, and transient socket files?** answer: /run","0"
"cards","8342","What FHS directory stores shared binaries and libraries available to all general users?",".","70","0","1786479228","**What FHS directory stores shared binaries and libraries available to all general users?** answer: /usr","0"
"cards","8343","What FHS directory stores variable data including logs, spool files, and mail queues?",".","70","0","1786479228","**What FHS directory stores variable data including logs, spool files, and mail queues?** answer: /var","0"
"cards","8344","What FHS directory stores temporary files that can be safely cleared between reboots or maintenance?",".","70","0","1786479228","**What FHS directory stores temporary files that can be safely cleared between reboots or maintenance?** answer: /tmp","0"
"cards","8345","What subdirectory under /var contains system log files and log archives?",".","70","0","1786479228","**What subdirectory under /var contains system log files and log archives?** answer: /var/log","0"
"cards","8346","What subdirectory under /var contains temporary lock files used by system processes?",".","70","0","1786479228","**What subdirectory under /var contains temporary lock files used by system processes?** answer: /var/lock","0"
"cards","8347","What subdirectory under /var contains printer spoolers and mail queues?",".","70","0","1786479228","**What subdirectory under /var contains printer spoolers and mail queues?** answer: /var/spool","0"
"cards","8348","What file in /etc lists the types, names, and attributes of devices present in the system?",".","70","0","1786479228","**What file in /etc lists the types, names, and attributes of devices present in the system?** answer: /etc/fstab","0"
"cards","8349","What command displays file type classification (ASCII text, ELF executable, directory, etc.)?",".","70","0","1786479228","**What command displays file type classification (ASCII text, ELF executable, directory, etc.)?** answer: file","0"
"cards","8350","What tool creates a new master boot record partition table on a block device?",".","70","0","1786479228","**What tool creates a new master boot record partition table on a block device?** answer: fdisk","0"
"cards","8351","What tool creates a globally unique identifier (GPT) partition table on a storage device?",".","70","0","1786479228","**What tool creates a globally unique identifier (GPT) partition table on a storage device?** answer: gdisk","0"
"cards","8352","What command-line partitioning utility provides a curses text-user-interface for MBR disks?",".","70","0","1786479228","**What command-line partitioning utility provides a curses text-user-interface for MBR disks?** answer: cfdisk","0"
"cards","8353","What command-line partitioning utility provides a curses text-user-interface for GPT disks?",".","70","0","1786479228","**What command-line partitioning utility provides a curses text-user-interface for GPT disks?** answer: cgdisk","0"
"cards","8354","What command-line utility prints partition table layout details for block devices?",".","70","0","1786479228","**What command-line utility prints partition table layout details for block devices?** answer: parted -l","0"
"cards","8355","What tool creates a new partition table schema (such as msdos or gpt) using parted?",".","70","0","1786479228","**What tool creates a new partition table schema (such as msdos or gpt) using parted?** answer: parted /dev/sdb mklabel gpt","0"
"cards","8356","What command creates a primary partition spanning a specified sector range using parted?",".","70","0","1786479228","**What command creates a primary partition spanning a specified sector range using parted?** answer: parted /dev/sdb mkpart primary ext4 0% 100%","0"
"cards","8357","What command re-reads the kernel partition table after making changes with fdisk?",".","70","0","1786479228","**What command re-reads the kernel partition table after making changes with fdisk?** answer: partprobe","0"
"cards","8358","What utility creates swap space on a storage partition or file?",".","70","0","1786479228","**What utility creates swap space on a storage partition or file?** answer: mkswap","0"
"cards","8359","What command enables an inactive swap partition for memory usage?",".","70","0","1786479228","**What command enables an inactive swap partition for memory usage?** answer: swapon","0"
"cards","8360","What command displays the current active swap devices and memory priorities?",".","70","0","1786479228","**What command displays the current active swap devices and memory priorities?** answer: swapon --summary","0"
"cards","8361","What system utility manages partition creation and formatting using a high-level API?",".","70","0","1786479228","**What system utility manages partition creation and formatting using a high-level API?** answer: sfdisk","0"
"cards","8362","What command inspects partition block alignments for solid-state drive optimization?",".","70","0","1786479228","**What command inspects partition block alignments for solid-state drive optimization?** answer: lsblk -t","0"
"cards","8363","What command displays disk space usage and file system block counts?",".","70","0","1786479228","**What command displays disk space usage and file system block counts?** answer: df -h","0"
"cards","8364","What command checks inode consumption across mounted file systems?",".","70","0","1786479228","**What command checks inode consumption across mounted file systems?** answer: df -i","0"
"cards","8365","What environment variable determines the default block size output for df?",".","70","0","1786479228","**What environment variable determines the default block size output for df?** answer: POSIXLY_CORRECT","0"
"cards","8366","What command scans a block device for bad sectors and reports bad blocks?",".","70","0","1786479228","**What command scans a block device for bad sectors and reports bad blocks?** answer: badblocks","0"
"cards","8367","What tool creates an ext2, ext3, or ext4 file system on a target partition?",".","70","0","1786479228","**What tool creates an ext2, ext3, or ext4 file system on a target partition?** answer: mkfs.trixie (or mkfs.ext4)","0"
"cards","8368","What tool creates an XFS high-performance journaling file system?",".","70","0","1786479228","**What tool creates an XFS high-performance journaling file system?** answer: mkfs.xfs","0"
"cards","8369","What command checks and repairs consistency errors on an ext4 file system?",".","70","0","1786479228","**What command checks and repairs consistency errors on an ext4 file system?** answer: fsck.ext4","0"
"cards","8370","What command checks and repairs consistency errors on an XFS file system?",".","70","0","1786479228","**What command checks and repairs consistency errors on an XFS file system?** answer: xfs_repair","0"
"cards","8371","What utility displays internal details, block groups, and tuning parameters of an ext2/3/4 file system?",".","70","0","1786479228","**What utility displays internal details, block groups, and tuning parameters of an ext2/3/4 file system?** answer: dumpe2fs","0"
"cards","8372","What utility modifies tunable file system parameters on an ext2/3/4 file system without reformatting?",".","70","0","1786479228","**What utility modifies tunable file system parameters on an ext2/3/4 file system without reformatting?** answer: tune2fs","0"
"cards","8373","What option in tune2fs adjusts the volume label of an ext4 partition?",".","70","0","1786479228","**What option in tune2fs adjusts the volume label of an ext4 partition?** answer: -L","0"
"cards","8374","What option in tune2fs sets a volume UUID on an ext4 partition?",".","70","0","1786479228","**What option in tune2fs sets a volume UUID on an ext4 partition?** answer: -U","0"
"cards","8375","What command displays device attributes like UUIDs and file system types without mounting?",".","70","0","1786479228","**What command displays device attributes like UUIDs and file system types without mounting?** answer: blkid","0"
"cards","8376","What command displays the hierarchical layout and relationships of block devices in a tree?",".","70","0","1786479228","**What command displays the hierarchical layout and relationships of block devices in a tree?** answer: lsblk","0"
"cards","8377","What directory under /sys/class holds block device physical properties and attributes?",".","70","0","1786479228","**What directory under /sys/class holds block device physical properties and attributes?** answer: /sys/class/block/","0"
"cards","8378","What command enables disk quotas for a mounted file system?",".","70","0","1786479228","**What command enables disk quotas for a mounted file system?** answer: quotaon","0"
"cards","8379","What command disables disk quotas for a mounted file system?",".","70","0","1786479228","**What command disables disk quotas for a mounted file system?** answer: quotaoff","0"
"cards","8380","What command displays a user's disk quota limits and current usage?",".","70","0","1786479228","**What command displays a user's disk quota limits and current usage?** answer: quota","0"
"cards","8381","What command generates a table of disk usage and checks file systems for quota statistics?",".","70","0","1786479228","**What command generates a table of disk usage and checks file systems for quota statistics?** answer: quotacheck","0"
"cards","8382","What command edits disk quota limits for a specific user account interactively?",".","70","0","1786479228","**What command edits disk quota limits for a specific user account interactively?** answer: edquota","0"
"cards","8383","What command reports disk space usage and quotas for all users across file systems?",".","70","0","1786479228","**What command reports disk space usage and quotas for all users across file systems?** answer: repquota","0"
"cards","8384","What command sets grace periods for soft quota limits on a file system?",".","70","0","1786479228","**What command sets grace periods for soft quota limits on a file system?** answer: edquota -t","0"
"cards","8385","What command copies disk quota settings from one user template to another user?",".","70","0","1786479228","**What command copies disk quota settings from one user template to another user?** answer: edquota -p","0"
"cards","8386","What command sets basic file or directory access permissions (read, write, execute)?",".","70","0","1786479228","**What command sets basic file or directory access permissions (read, write, execute)?** answer: chmod","0"
"cards","8387","What command changes the owner user and owner group of a file or directory?",".","70","0","1786479228","**What command changes the owner user and owner group of a file or directory?** answer: chown","0"
"cards","8388","What command changes only the group ownership of a file or directory?",".","70","0","1786479228","**What command changes only the group ownership of a file or directory?** answer: chgrp","0"
"cards","8389","What file permission octal value corresponds to read, write, and execute (rwx)?",".","70","0","1786479228","**What file permission octal value corresponds to read, write, and execute (rwx)?** answer: 7","0"
"cards","8390","What file permission octal value corresponds to read and execute (r-x)?",".","70","0","1786479228","**What file permission octal value corresponds to read and execute (r-x)?** answer: 5","0"
"cards","8391","What file permission octal value corresponds to read-only (r--) permissions?",".","70","0","1786479228","**What file permission octal value corresponds to read-only (r--) permissions?** answer: 4","0"
"cards","8392","What special permission sets the effective user ID to the file owner upon execution (SUID)?",".","70","0","1786479228","**What special permission sets the effective user ID to the file owner upon execution (SUID)?** answer: 4000 (or u+s)","0"
"cards","8393","What special permission sets the effective group ID to the file group upon execution (SGID)?",".","70","0","1786479228","**What special permission sets the effective group ID to the file group upon execution (SGID)?** answer: 2000 (or g+s)","0"
"cards","8394","What special permission restricts file deletion in shared directories to the file owner or root (Sticky Bit)?",".","70","0","1786479228","**What special permission restricts file deletion in shared directories to the file owner or root (Sticky Bit)?** answer: 1000 (or +t)","0"
"cards","8395","What command displays the current user's default permission mask for new files and directories?",".","70","0","1786479228","**What command displays the current user's default permission mask for new files and directories?** answer: umask","0"
"cards","8396","What octal umask value results in new files having default permissions of 644 and directories 755?",".","70","0","1786479228","**What octal umask value results in new files having default permissions of 644 and directories 755?** answer: 022","0"
"cards","8397","What command manages Access Control Lists (ACLs) to provide fine-grained file permissions?",".","70","0","1786479228","**What command manages Access Control Lists (ACLs) to provide fine-grained file permissions?** answer: setfacl","0"
"cards","8398","What command displays current Access Control Lists (ACLs) assigned to a file or directory?",".","70","0","1786479228","**What command displays current Access Control Lists (ACLs) assigned to a file or directory?** answer: getfacl","0"
"cards","8399","What command changes file attributes such as immutable or append-only on ext filesystems?",".","70","0","1786479228","**What command changes file attributes such as immutable or append-only on ext filesystems?** answer: chattr","0"
"cards","8400","What command displays file attributes set by chattr on ext filesystems?",".","70","0","1786479228","**What command displays file attributes set by chattr on ext filesystems?** answer: lsattr","0"
"cards","8401","What chattr attribute makes a file completely immutable, preventing modification, deletion, or renaming?",".","70","0","1786479228","**What chattr attribute makes a file completely immutable, preventing modification, deletion, or renaming?** answer: +i","0"
"cards","8402","What chattr attribute allows data to be added to a file only in append mode?",".","70","0","1786479228","**What chattr attribute allows data to be added to a file only in append mode?** answer: +a","0"
"cards","8403","What command displays symbolic links and target pathways for files?",".","70","0","1786479228","**What command displays symbolic links and target pathways for files?** answer: readlink","0"
"cards","8404","What command creates a hard link to an existing file?",".","70","0","1786479228","**What command creates a hard link to an existing file?** answer: ln","0"
"cards","8405","What command creates a symbolic (soft) link to a file or directory?",".","70","0","1786479228","**What command creates a symbolic (soft) link to a file or directory?** answer: ln -s","0"
"cards","8406","What command locates files or directories with specific permission bits set?",".","70","0","1786479228","**What command locates files or directories with specific permission bits set?** answer: find / -perm 644","0"
"cards","8407","What command searches for files owned by a specific user name or UID?",".","70","0","1786479228","**What command searches for files owned by a specific user name or UID?** answer: find /home -user username","0"
"cards","8408","What command searches for files larger than a specified size limit?",".","70","0","1786479228","**What command searches for files larger than a specified size limit?** answer: find /var -size +50M","0"
"cards","8409","What command executes a command on each file found by the find utility?",".","70","0","1786479228","**What command executes a command on each file found by the find utility?** answer: find . -name "*.log" -exec rm {} \;","0"
"cards","8410","What command updates the access and modification timestamps of a file to the current time?",".","70","0","1786479228","**What command updates the access and modification timestamps of a file to the current time?** answer: touch","0"
"cards","8411","What command displays or changes file modification, access, and change timestamps?",".","70","0","1786479228","**What command displays or changes file modification, access, and change timestamps?** answer: stat","0"
"cards","8412","What command creates a directory or nested directory structure recursively?",".","70","0","1786479228","**What command creates a directory or nested directory structure recursively?** answer: mkdir -p","0"
"cards","8413","What command removes empty directories from the file system?",".","70","0","1786479228","**What command removes empty directories from the file system?** answer: rmdir","0"
"cards","8414","What command displays the online manual page (man page) for a command?",".","70","0","1786479228","**What command displays the online manual page (man page) for a command?** answer: man","0"
"cards","8415","What command searches through manual page descriptions for keywords?",".","70","0","1786479228","**What command searches through manual page descriptions for keywords?** answer: man -k","0"
"cards","8416","What command updates the database used by the man search utility (apropos)?",".","70","0","1786479228","**What command updates the database used by the man search utility (apropos)?** answer: mandb","0"
"cards","8417","What command displays short summary descriptions and usage for a command from its apropos database?",".","70","0","1786479228","**What command displays short summary descriptions and usage for a command from its apropos database?** answer: whatis","0"
"cards","8418","What command displays help documentation specifically formatted for GNU core utilities and programs?",".","70","0","1786479228","**What command displays help documentation specifically formatted for GNU core utilities and programs?** answer: info","0"
"cards","8419","What configuration file sets global behavior, search paths, and formatting options for man pages?",".","70","0","1786479228","**What configuration file sets global behavior, search paths, and formatting options for man pages?** answer: /etc/manpath.config","0"
"cards","8420","What environment variable defines the search path directories for manual pages?",".","70","0","1786479228","**What environment variable defines the search path directories for manual pages?** answer: MANPATH","0"
"cards","8421","What command begins a shell script execution with a specific shell interpreter specified in the shebang?",".","70","0","1786479228","**What command begins a shell script execution with a specific shell interpreter specified in the shebang?** answer: #!/bin/bash","0"
"cards","8422","What special character sequence at the very beginning of a script specifies the interpreter (shebang)?",".","70","0","1786479228","**What special character sequence at the very beginning of a script specifies the interpreter (shebang)?** answer: #!","0"
"cards","8423","What command makes a shell script file executable for the user or system?",".","70","0","1786479228","**What command makes a shell script file executable for the user or system?** answer: chmod +x","0"
"cards","8424","What command executes a shell script by invoking the bash interpreter explicitly?",".","70","0","1786479228","**What command executes a shell script by invoking the bash interpreter explicitly?** answer: bash script.sh","0"
"cards","8425","What command evaluates mathematical arithmetic expressions inside a shell script using double parentheses?",".","70","0","1786479228","**What command evaluates mathematical arithmetic expressions inside a shell script using double parentheses?** answer: $(( ))","0"
"cards","8426","What command tests conditions (file existence, string matching, numeric comparisons) in scripts?",".","70","0","1786479228","**What command tests conditions (file existence, string matching, numeric comparisons) in scripts?** answer: test","0"
"cards","8427","What shorthand bracket notation is equivalent to the test command in shell scripts?",".","70","0","1786479228","**What shorthand bracket notation is equivalent to the test command in shell scripts?** answer: [ ... ]","0"
"cards","8428","What advanced conditional bracket construct supports regex matching and eliminates standard shell word splitting bugs?",".","70","0","1786479228","**What advanced conditional bracket construct supports regex matching and eliminates standard shell word splitting bugs?** answer: [[ ... ]]","0"
"cards","8429","What control statement executes a block of commands repeatedly while a condition remains true?",".","70","0","1786479228","**What control statement executes a block of commands repeatedly while a condition remains true?** answer: while","0"
"cards","8430","What control statement executes commands iteratively across a specified list of items?",".","70","0","1786479228","**What control statement executes commands iteratively across a specified list of items?** answer: for","0"
"cards","8431","What control statement branches execution based on matching conditional expressions?",".","70","0","1786479228","**What control statement branches execution based on matching conditional expressions?** answer: if / else","0"
"cards","8432","What control statement provides multi-way branching based on the value of a variable or expression?",".","70","0","1786479228","**What control statement provides multi-way branching based on the value of a variable or expression?** answer: case","0"
"cards","8433","What command reads input from standard input and assigns it to a shell variable?",".","70","0","1786479228","**What command reads input from standard input and assigns it to a shell variable?** answer: read","0"
"cards","8434","What variable holds the total number of positional parameters passed to a shell script?",".","70","0","1786479228","**What variable holds the total number of positional parameters passed to a shell script?** answer: $#","0"
"cards","8435","What variable holds the exit status code of the previously executed command?",".","70","0","1786479228","**What variable holds the exit status code of the previously executed command?** answer: $?","0"
"cards","8436","What variable holds the name of the script itself as executed?",".","70","0","1786479228","**What variable holds the name of the script itself as executed?** answer: $0","0"
"cards","8437","What variable holds the value of the first positional argument passed to a script?",".","70","0","1786479228","**What variable holds the value of the first positional argument passed to a script?** answer: $1","0"
"cards","8438","What network configuration file historically defines static IP addresses, gateways, and netmasks in Debian?",".","70","0","1786479228","**What network configuration file historically defines static IP addresses, gateways, and netmasks in Debian?** answer: /etc/network/interfaces","0"
"cards","8439","What modern systemd service manages network configurations, interfaces, and connections in Debian Trixie?",".","70","0","1786479228","**What modern systemd service manages network configurations, interfaces, and connections in Debian Trixie?** answer: NetworkManager","0"
"cards","8440","What command-line tool manages NetworkManager connections and network devices?",".","70","0","1786479228","**What command-line tool manages NetworkManager connections and network devices?** answer: nmcli","0"
"cards","8441","What text-user-interface (TUI) tool configures NetworkManager connections interactively?",".","70","0","1786479228","**What text-user-interface (TUI) tool configures NetworkManager connections interactively?** answer: nmtui","0"
"cards","8442","What command displays current network interface configurations, IP addresses, and routing tables?",".","70","0","1786479228","**What command displays current network interface configurations, IP addresses, and routing tables?** answer: ip addr","0"
"cards","8443","What command modifies IP addresses and state of network interfaces directly?",".","70","0","1786479228","**What command modifies IP addresses and state of network interfaces directly?** answer: ip link","0"
"cards","8444","What command displays or manipulates the system IP routing table?",".","70","0","1786479228","**What command displays or manipulates the system IP routing table?** answer: ip route","0"
"cards","8445","What legacy command lists network interface configurations and hardware addresses (deprecated in favor of ip)?",".","70","0","1786479228","**What legacy command lists network interface configurations and hardware addresses (deprecated in favor of ip)?** answer: ifconfig","0"
"cards","8446","What legacy command displays active network routing tables (deprecated in favor of ip route)?",".","70","0","1786479228","**What legacy command displays active network routing tables (deprecated in favor of ip route)?** answer: route","0"
"cards","8447","What legacy command displays active socket connections and routing tables (deprecated in favor of ss)?",".","70","0","1786479228","**What legacy command displays active socket connections and routing tables (deprecated in favor of ss)?** answer: netstat","0"
"cards","8448","What modern command displays socket statistics, open ports, and network connections?",".","70","0","1786479228","**What modern command displays socket statistics, open ports, and network connections?** answer: ss","0"
"cards","8449","What command tests network connectivity to a remote host using ICMP echo requests?",".","70","0","1786479228","**What command tests network connectivity to a remote host using ICMP echo requests?** answer: ping","0"
"cards","8450","What command traces the network route packets take to reach a destination host?",".","70","0","1786479228","**What command traces the network route packets take to reach a destination host?** answer: traceroute","0"
"cards","8451","What command queries DNS name servers to resolve domain names into IP addresses?",".","70","0","1786479228","**What command queries DNS name servers to resolve domain names into IP addresses?** answer: dig","0"
"cards","8452","What utility performs DNS lookups using the operating system's resolver library?",".","70","0","1786479228","**What utility performs DNS lookups using the operating system's resolver library?** answer: nslookup","0"
"cards","8453","What command prints or modifies network interface parameters like speed and duplex?",".","70","0","1786479228","**What command prints or modifies network interface parameters like speed and duplex?** answer: ethtool","0"
"cards","8454","What configuration file lists static hostname-to-IP address mappings for local resolution?",".","70","0","1786479228","**What configuration file lists static hostname-to-IP address mappings for local resolution?** answer: /etc/hosts","0"
"cards","8455","What configuration file specifies upstream DNS nameservers used by the system resolver?",".","70","0","1786479228","**What configuration file specifies upstream DNS nameservers used by the system resolver?** answer: /etc/resolv.conf","0"
"cards","8456","What service manager handles local hostname resolution and caching in modern Debian?",".","70","0","1786479228","**What service manager handles local hostname resolution and caching in modern Debian?** answer: systemd-resolved","0"
"cards","8457","What command displays or changes the system's network hostname?",".","70","0","1786479228","**What command displays or changes the system's network hostname?** answer: hostnamectl","0"
"cards","8458","What file stores the static system hostname value in Debian?",".","70","0","1786479228","**What file stores the static system hostname value in Debian?** answer: /etc/hostname","0"
"cards","8459","What network service daemon assigns dynamic IP addresses to clients on a local network?",".","70","0","1786479228","**What network service daemon assigns dynamic IP addresses to clients on a local network?** answer: dhcpd (or isc-dhcp-server / dnsmasq)","0"
"cards","8460","What client daemon requests dynamic IP configuration from a DHCP server on network interfaces?",".","70","0","1786479228","**What client daemon requests dynamic IP configuration from a DHCP server on network interfaces?** answer: dhcpcd (or dhclient / NetworkManager)","0"
"cards","8461","What command captures and inspects network packet traffic flowing through an interface?",".","70","0","1786479228","**What command captures and inspects network packet traffic flowing through an interface?** answer: tcpdump","0"
"cards","8462","What file contains network port name mappings to service protocols (e.g., http -> 80)?",".","70","0","1786479228","**What file contains network port name mappings to service protocols (e.g., http -> 80)?** answer: /etc/services","0"
"cards","8463","What network configuration tool manages wireless (Wi-Fi) interfaces and WPA supplicant?",".","70","0","1786479228","**What network configuration tool manages wireless (Wi-Fi) interfaces and WPA supplicant?** answer: wpa_cli","0"
"cards","8464","What background daemon manages WPA/WPA2/WPA3 secure wireless authentication?",".","70","0","1786479228","**What background daemon manages WPA/WPA2/WPA3 secure wireless authentication?** answer: wpa_supplicant","0"
"cards","8465","What command lists open network ports and the corresponding listening processes?",".","70","0","1786479228","**What command lists open network ports and the corresponding listening processes?** answer: ss -tulpn","0"
"cards","8466","What command creates a new user account on a Debian system?",".","70","0","1786479228","**What command creates a new user account on a Debian system?** answer: useradd","0"
"cards","8467","What command creates a user account while interactively setting passwords and home directory parameters?",".","70","0","1786479228","**What command creates a user account while interactively setting passwords and home directory parameters?** answer: adduser","0"
"cards","8468","What command modifies existing user account properties such as home directory or shell?",".","70","0","1786479228","**What command modifies existing user account properties such as home directory or shell?** answer: usermod","0"
"cards","8469","What command deletes an existing user account and optionally its home directory?",".","70","0","1786479228","**What command deletes an existing user account and optionally its home directory?** answer: userdel","0"
"cards","8470","What command changes the password for a user account?",".","70","0","1786479228","**What command changes the password for a user account?** answer: passwd","0"
"cards","8471","What command locks a user account by disabling password authentication?",".","70","0","1786479228","**What command locks a user account by disabling password authentication?** answer: passwd -l","0"
"cards","8472","What command unlocks a locked user account?",".","70","0","1786479228","**What command unlocks a locked user account?** answer: passwd -u","0"
"cards","8473","What command sets or displays user account password aging policies and expiration dates?",".","70","0","1786479228","**What command sets or displays user account password aging policies and expiration dates?** answer: chage","0"
"cards","8474","What file contains user account information, UIDs, default shells, and home directory paths?",".","70","0","1786479228","**What file contains user account information, UIDs, default shells, and home directory paths?** answer: /etc/passwd","0"
"cards","8475","What file stores encrypted user passwords and shadow password expiration data securely?",".","70","0","1786479228","**What file stores encrypted user passwords and shadow password expiration data securely?** answer: /etc/shadow","0"
"cards","8476","What file stores group definitions and names?",".","70","0","1786479228","**What file stores group definitions and names?** answer: /etc/group","0"
"cards","8477","What file stores group shadow information and group passwords?",".","70","0","1786479228","**What file stores group shadow information and group passwords?** answer: /etc/gshadow","0"
"cards","8478","What command creates a new user group?",".","70","0","1786479228","**What command creates a new user group?** answer: groupadd","0"
"cards","8479","What command modifies an existing group name or GID?",".","70","0","1786479228","**What command modifies an existing group name or GID?** answer: groupmod","0"
"cards","8480","What command deletes an existing group account?",".","70","0","1786479228","**What command deletes an existing group account?** answer: groupdel","0"
"cards","8481","What command adds a user to a supplementary group or modifies group memberships?",".","70","0","1786479228","**What command adds a user to a supplementary group or modifies group memberships?** answer: usermod -aG","0"
"cards","8482","What command changes the primary group of a user or switches user identity in a shell?",".","70","0","1786479228","**What command changes the primary group of a user or switches user identity in a shell?** answer: newgrp","0"
"cards","8483","What file defines default configuration values used when creating new user accounts via useradd?",".","70","0","1786479228","**What file defines default configuration values used when creating new user accounts via useradd?** answer: /etc/default/useradd","0"
"cards","8484","What directory contains skeleton configuration files copied to new user home directories during creation?",".","70","0","1786479228","**What directory contains skeleton configuration files copied to new user home directories during creation?** answer: /etc/skel/","0"
"cards","8485","What command displays identity information including UID, GID, and supplementary groups for a user?",".","70","0","1786479228","**What command displays identity information including UID, GID, and supplementary groups for a user?** answer: id","0"
"cards","8486","What command prints the username of the currently logged-in user?",".","70","0","1786479228","**What command prints the username of the currently logged-in user?** answer: whoami","0"
"cards","8487","What command switches the current user session to another user account (such as root)?",".","70","0","1786479228","**What command switches the current user session to another user account (such as root)?** answer: su","0"
"cards","8488","What command executes a single command with root or alternative user privileges safely?",".","70","0","1786479228","**What command executes a single command with root or alternative user privileges safely?** answer: sudo","0"
"cards","8489","What configuration file controls user privileges, sudoers rules, and permission limits?",".","70","0","1786479228","**What configuration file controls user privileges, sudoers rules, and permission limits?** answer: /etc/sudoers","0"
"cards","8490","What command safely edits the /etc/sudoers configuration file with syntax checking?",".","70","0","1786479228","**What command safely edits the /etc/sudoers configuration file with syntax checking?** answer: visudo","0"
"cards","8491","What command displays the last login details for all system users?",".","70","0","1786479228","**What command displays the last login details for all system users?** answer: lastlog","0"
"cards","8492","What command reports who is logged in and what commands they are executing right now?",".","70","0","1786479228","**What command reports who is logged in and what commands they are executing right now?** answer: w","0"
"cards","8493","What command displays system login history from the wtmp log file?",".","70","0","1786479228","**What command displays system login history from the wtmp log file?** answer: last","0"
"cards","8494","What command reports failed login attempts recorded in the btmp log file?",".","70","0","1786479228","**What command reports failed login attempts recorded in the btmp log file?** answer: lastb","0"
"cards","8495","What command restricts or permits user access based on PAM or login control rules in /etc/security/?",".","70","0","1786479228","**What command restricts or permits user access based on PAM or login control rules in /etc/security/?** answer: faillock","0"
"cards","8496","What PAM configuration file manages system authentication policies across services?",".","70","0","1786479228","**What PAM configuration file manages system authentication policies across services?** answer: /etc/pam.d/common-auth","0"
"cards","8497","What command lists group memberships for a specified username?",".","70","0","1786479228","**What command lists group memberships for a specified username?** answer: groups","0"
"cards","8498","What command displays login session limits and resource constraints for users?",".","70","0","1786479228","**What command displays login session limits and resource constraints for users?** answer: ulimit","0"
"cards","8499","What configuration file sets default system resource limits for users?",".","70","0","1786479228","**What configuration file sets default system resource limits for users?** answer: /etc/security/limits.conf","0"
"cards","8500","What command checks the integrity and syntax of user and group database files?",".","70","0","1786479228","**What command checks the integrity and syntax of user and group database files?** answer: pwck / grpck","0"
"cards","8501","What command controls systemd services (start, stop, restart, reload)?",".","70","0","1786479228","**What command controls systemd services (start, stop, restart, reload)?** answer: systemctl","0"
"cards","8502","What command enables a systemd service to start automatically at boot time?",".","70","0","1786479228","**What command enables a systemd service to start automatically at boot time?** answer: systemctl enable","0"
"cards","8503","What command disables a systemd service from starting at boot time?",".","70","0","1786479228","**What command disables a systemd service from starting at boot time?** answer: systemctl disable","0"
"cards","8504","What command displays the current running status and health of a systemd service?",".","70","0","1786479228","**What command displays the current running status and health of a systemd service?** answer: systemctl status","0"
"cards","8505","What command reloads systemd manager configuration files after manual unit file changes?",".","70","0","1786479228","**What command reloads systemd manager configuration files after manual unit file changes?** answer: systemctl daemon-reload","0"
"cards","8506","What command checks if a systemd service unit is currently active and running?",".","70","0","1786479228","**What command checks if a systemd service unit is currently active and running?** answer: systemctl is-active","0"
"cards","8507","What command checks if a systemd service unit is enabled to start at boot?",".","70","0","1786479228","**What command checks if a systemd service unit is enabled to start at boot?** answer: systemctl is-enabled","0"
"cards","8508","What command masks a systemd service, preventing it from being started manually or automatically?",".","70","0","1786479228","**What command masks a systemd service, preventing it from being started manually or automatically?** answer: systemctl mask","0"
"cards","8509","What command unmasks a systemd service, restoring its ability to be started?",".","70","0","1786479228","**What command unmasks a systemd service, restoring its ability to be started?** answer: systemctl unmask","0"
"cards","8510","What directory stores system-wide systemd service unit configuration files created by packages?",".","70","0","1786479228","**What directory stores system-wide systemd service unit configuration files created by packages?** answer: /lib/systemd/system/","0"
"cards","8511","What directory stores local administrator systemd service unit overrides and custom units?",".","70","0","1786479228","**What directory stores local administrator systemd service unit overrides and custom units?** answer: /etc/systemd/system/","0"
"cards","8512","What legacy SysVinit command manages services by running scripts located in /etc/init.d/?",".","70","0","1786479228","**What legacy SysVinit command manages services by running scripts located in /etc/init.d/?** answer: service","0"
